pcd7,pcd8,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,oa21cd,oac11cd,oac11nm,wz11cd,wzc11cd,wzc11nm,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,soac11cd,soac11nm,ladcd,ladnm,ladnmw,laccd,lacnm
AB1 5SS,AB1  5SS,AB1 5SS,198001,199606,0,393095,802988,S00089150,7A3,Multi-ethnic hardship,S34002986,D1,Non-metropolitan suburban areas,S01006611,,S02001254,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5ST,AB1  5ST,AB1 5ST,198001,199606,0,393065,802916,S00089154,7C3,Outer city hardship,S34002986,D1,Non-metropolitan suburban areas,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5SX,AB1  5SX,AB1 5SX,198001,199606,0,393037,802968,S00089154,7C3,Outer city hardship,S34002986,D1,Non-metropolitan suburban areas,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5SZ,AB1  5SZ,AB1 5SZ,198001,199606,0,393052,802768,S00089152,7B2,Deprived neighbourhoods,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5TA,AB1  5TA,AB1 5TA,198001,199606,0,392993,803051,S00089148,7A2,Hampered aspiration,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5TB,AB1  5TB,AB1 5TB,198001,199606,0,393018,803013,S00089148,7A2,Hampered aspiration,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5TD,AB1  5TD,AB1 5TD,198001,199606,0,392965,802920,S00089151,7B3,Endeavouring flat dwellers,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5TJ,AB1  5TJ,AB1 5TJ,198001,199606,0,392991,802886,S00089151,7B3,Endeavouring flat dwellers,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5TL,AB1  5TL,AB1 5TL,198001,199606,0,393035,802809,S00089152,7B2,Deprived neighbourhoods,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5TN,AB1  5TN,AB1 5TN,198001,199606,0,393120,802833,S00089154,7C3,Outer city hardship,S34002986,D1,Non-metropolitan suburban areas,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5TP,AB1  5TP,AB1 5TP,198001,199606,0,393002,802785,S00089153,8C2,Ageing rural industry workers,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5TQ,AB1  5TQ,AB1 5TQ,198001,199606,0,392967,802741,S00089153,8C2,Ageing rural industry workers,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5TR,AB1  5TR,AB1 5TR,198001,199606,0,392999,802850,S00089152,7B2,Deprived neighbourhoods,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5TS,AB1  5TS,AB1 5TS,198001,199606,0,392960,802893,S00089151,7B3,Endeavouring flat dwellers,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5TT,AB1  5TT,AB1 5TT,198001,199606,0,392974,803064,S00089149,7B1,Eastern European communities,S34003123,E1,Mining and quarrying facilities,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5TX,AB1  5TX,AB1 5TX,198001,199606,0,392938,803376,S00089136,6B3,Semi-detached ageing,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5UA,AB1  5UA,AB1 5UA,198001,199606,0,392806,803269,S00089137,6A4,Ageing in suburbia,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5UB,AB1  5UB,AB1 5UB,198001,199606,0,392857,803257,S00089136,6B3,Semi-detached ageing,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5UD,AB1  5UD,AB1 5UD,198001,199606,0,392751,803124,S00089137,6A4,Ageing in suburbia,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5UJ,AB1  5UJ,AB1 5UJ,198001,199606,0,392839,803193,S00089136,6B3,Semi-detached ageing,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5UL,AB1  5UL,AB1 5UL,198001,199606,0,392947,803269,S00089136,6B3,Semi-detached ageing,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5UN,AB1  5UN,AB1 5UN,198001,199606,0,392910,803288,S00089136,6B3,Semi-detached ageing,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5UP,AB1  5UP,AB1 5UP,198001,199606,0,392796,803060,S00089135,6B3,Semi-detached ageing,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5UQ,AB1  5UQ,AB1 5UQ,198001,199606,0,392751,803046,S00089135,6B3,Semi-detached ageing,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5UR,AB1  5UR,AB1 5UR,198001,199606,0,392838,803058,S00089135,6B3,Semi-detached ageing,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5US,AB1  5US,AB1 5US,198001,199606,0,393063,803445,S00089133,8C1,Ageing industrious workers,S34003118,D2,Primarily residential suburbs,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5UT,AB1  5UT,AB1 5UT,198001,199606,0,392865,803019,S00090404,6A1,Indian tech achievers,S34003123,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5UX,AB1  5UX,AB1 5UX,197308,199201,0,393390,802530,S00090404,6A1,Indian tech achievers,S34003123,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5XA,AB1  5XA,AB1 5XA,199402,199606,0,393032,803630,S00089141,5B3,Self-sufficient retirement,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5XB,AB1  5XB,AB1 5XB,198001,199606,0,393146,803592,S00089141,5B3,Self-sufficient retirement,S34003118,D2,Primarily residential suburbs,S01006606,,S02001253,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5XD,AB1  5XD,AB1 5XD,198001,199606,0,393015,802213,S00089132,5B3,Self-sufficient retirement,S34003123,E1,Mining and quarrying facilities,S01006612,,S02001254,,5C,Comfortable neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5XJ,AB1  5XJ,AB1 5XJ,198001,199606,0,392924,801596,S00090404,6A1,Indian tech achievers,S34003123,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5XL,AB1  5XL,AB1 5XL,198001,199606,0,392450,801182,S00091319,1C1,Rural employment and retirees,S34003200,F3,Rural with mining or quarrying,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5XN,AB1  5XN,AB1 5XN,198001,199606,0,392169,801805,S00091319,1C1,Rural employment and retirees,S34003200,F3,Rural with mining or quarrying,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5XP,AB1  5XP,AB1 5XP,198001,199606,0,391501,801898,S00091319,1C1,Rural employment and retirees,S34003200,F3,Rural with mining or quarrying,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5XQ,AB1  5XQ,AB1 5XQ,198001,199606,0,391670,800917,S00091319,1C1,Rural employment and retirees,S34003200,F3,Rural with mining or quarrying,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5XR,AB1  5XR,AB1 5XR,198001,199606,0,390848,801302,S00092400,1A2,Established farming communities,S34003200,F3,Rural with mining or quarrying,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5XS,AB1  5XS,AB1 5XS,198001,199606,0,390870,802207,S00091319,1C1,Rural employment and retirees,S34003200,F3,Rural with mining or quarrying,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5XT,AB1  5XT,AB1 5XT,198001,199606,0,389815,801556,S00092400,1A2,Established farming communities,S34003200,F3,Rural with mining or quarrying,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5XX,AB1  5XX,AB1 5XX,198001,199606,0,390109,800482,S00091318,1A2,Established farming communities,S34003200,F3,Rural with mining or quarrying,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5YA,AB1  5YA,AB1 5YA,198001,199606,0,389685,799348,S00091318,1A2,Established farming communities,S34003200,F3,Rural with mining or quarrying,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5YB,AB1  5YB,AB1 5YB,198001,199606,0,388661,798571,S00091315,1A1,Rural workers and families,S34003200,F3,Rural with mining or quarrying,S01006853,,S02001296,,2B,Prospering countryside life,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5YD,AB1  5YD,AB1 5YD,198302,199606,0,391297,800025,S00092400,1A2,Established farming communities,S34003200,F3,Rural with mining or quarrying,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5YE,AB1  5YE,AB1 5YE,199512,199512,1,393080,802854,S00089154,7C3,Outer city hardship,S34002986,D1,Non-metropolitan suburban areas,S01006603,,S02001253,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 5YJ,AB1  5YJ,AB1 5YJ,198001,199606,0,392647,800512,S00091319,1C1,Rural employment and retirees,S34003200,F3,Rural with mining or quarrying,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5YL,AB1  5YL,AB1 5YL,198001,199606,0,391952,802655,S00091319,1C1,Rural employment and retirees,S34003200,F3,Rural with mining or quarrying,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5YN,AB1  5YN,AB1 5YN,198001,199606,0,390490,802382,S00091319,1C1,Rural employment and retirees,S34003200,F3,Rural with mining or quarrying,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5YP,AB1  5YP,AB1 5YP,198001,199606,0,389218,801322,S00091317,1A2,Established farming communities,S34003200,F3,Rural with mining or quarrying,S01006853,,S02001296,,2B,Prospering countryside life,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5YQ,AB1  5YQ,AB1 5YQ,198001,199606,0,388003,801210,S00091317,1A2,Established farming communities,S34003200,F3,Rural with mining or quarrying,S01006853,,S02001296,,2B,Prospering countryside life,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5YR,AB1  5YR,AB1 5YR,198001,199606,0,387951,800537,S00091316,6B2,White suburban communities,S34003200,F3,Rural with mining or quarrying,S01006853,,S02001296,,2B,Prospering countryside life,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5YS,AB1  5YS,AB1 5YS,198001,199606,0,389258,799947,S00091318,1A2,Established farming communities,S34003200,F3,Rural with mining or quarrying,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5YT,AB1  5YT,AB1 5YT,198001,199606,0,387963,799050,S00091316,6B2,White suburban communities,S34003200,F3,Rural with mining or quarrying,S01006853,,S02001296,,2B,Prospering countryside life,S12000034,Aberdeenshire,,7A1,Country Living
AB1 5YX,AB1  5YX,AB1 5YX,198001,199606,0,387490,797632,S00091315,1A1,Rural workers and families,S34003200,F3,Rural with mining or quarrying,S01006853,,S02001296,,2B,Prospering countryside life,S12000034,Aberdeenshire,,7A1,Country Living
AB1 6AA,AB1  6AA,AB1 6AA,198001,199606,0,393189,805036,S00089286,2B1,Students and commuters,S34003106,D2,Primarily residential suburbs,S01006594,,S02001251,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AB,AB1  6AB,AB1 6AB,198001,199606,0,393167,804880,S00089273,2C3,Professional service cosmopolitans,S34003138,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AD,AB1  6AD,AB1 6AD,198001,199606,0,393152,804818,S00089273,2C3,Professional service cosmopolitans,S34003138,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AE,AB1  6AE,AB1 6AE,198001,199606,0,393186,804808,S00089273,2C3,Professional service cosmopolitans,S34003138,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AF,AB1  6AF,AB1 6AF,198001,199606,0,391930,805500,S00089194,5B2,Communal retirement,S34003004,B4,Regional business centres,S01006574,,S02001247,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AG,AB1  6AG,AB1 6AG,198001,199606,0,393293,805008,S00089287,7D4,Retired city hardship,S34003106,D2,Primarily residential suburbs,S01006594,,S02001251,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AH,AB1  6AH,AB1 6AH,198001,199606,0,393199,804869,S00090637,2C2,Migrant commuters,S34003106,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AJ,AB1  6AJ,AB1 6AJ,198302,199606,0,393354,804847,S00090636,3C1,Constrained neighbourhoods,S34003106,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AL,AB1  6AL,AB1 6AL,198001,199606,0,393329,804793,S00090635,5A1,White professionals,S34002960,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AN,AB1  6AN,AB1 6AN,198001,199606,0,393388,804759,S00090635,5A1,White professionals,S34002960,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AP,AB1  6AP,AB1 6AP,198001,199606,0,393363,804707,S00089285,2C3,Professional service cosmopolitans,S34002960,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AQ,AB1  6AQ,AB1 6AQ,198001,199606,0,393160,804745,S00089274,5A3,Families in terraces and flats,S34003138,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AR,AB1  6AR,AB1 6AR,198001,199606,0,393136,804704,S00090633,5A3,Families in terraces and flats,S34002960,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AS,AB1  6AS,AB1 6AS,198001,199606,0,393094,804661,S00090633,5A3,Families in terraces and flats,S34002960,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AT,AB1  6AT,AB1 6AT,198001,199606,0,393087,804528,S00090632,2C3,Professional service cosmopolitans,S34002960,D2,Primarily residential suburbs,S01006600,,S02001252,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AU,AB1  6AU,AB1 6AU,198001,199606,0,393130,804627,S00090633,5A3,Families in terraces and flats,S34002960,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AW,AB1  6AW,AB1 6AW,197308,199201,0,393150,804500,S00089278,7D4,Retired city hardship,S34002960,D2,Primarily residential suburbs,S01006600,,S02001252,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AX,AB1  6AX,AB1 6AX,198001,199606,0,393101,804493,S00089281,2C1,Migrant families,S34002960,D2,Primarily residential suburbs,S01006600,,S02001252,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AY,AB1  6AY,AB1 6AY,198001,199606,0,393342,804565,S00089277,5A1,White professionals,S34002960,D2,Primarily residential suburbs,S01006600,,S02001252,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6AZ,AB1  6AZ,AB1 6AZ,198001,199606,0,393256,804989,S00090640,2B1,Students and commuters,S34003106,D2,Primarily residential suburbs,S01006594,,S02001251,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6BA,AB1  6BA,AB1 6BA,198001,199606,0,393292,804588,S00090634,2C3,Professional service cosmopolitans,S34002960,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6BB,AB1  6BB,AB1 6BB,198001,199606,0,393451,804639,S00089283,5B1,Delayed retirement,S34002960,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6BD,AB1  6BD,AB1 6BD,198001,199606,0,393410,804400,S00089277,5A1,White professionals,S34002960,D2,Primarily residential suburbs,S01006600,,S02001252,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6BE,AB1  6BE,AB1 6BE,198001,199606,0,393262,804650,S00089284,6B3,Semi-detached ageing,S34002960,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6BF,AB1  6BF,AB1 6BF,198001,199606,0,393220,804741,S00090633,5A3,Families in terraces and flats,S34002960,D2,Primarily residential suburbs,S01006601,,S02001252,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6BG,AB1  6BG,AB1 6BG,198706,199606,0,393230,804330,S00089280,5A3,Families in terraces and flats,S34002960,D2,Primarily residential suburbs,S01006600,,S02001252,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6BH,AB1  6BH,AB1 6BH,198001,199606,0,393560,804598,S00089277,5A1,White professionals,S34002960,D2,Primarily residential suburbs,S01006600,,S02001252,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6BJ,AB1  6BJ,AB1 6BJ,198001,199606,0,393077,804401,S00089282,5A1,White professionals,S34002960,D2,Primarily residential suburbs,S01006600,,S02001252,,3C,Highly qualified professionals,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 6BL,AB1  6BL,AB1 6BL,198001,199606,0,393210,805293,S00090629,2C1,Migrant families,S34003113,B5,Science and business parks,S01006597,,S02001251,,1A,Cosmopolitan student neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
